name,rating,industry,location,salary
Portea Medical,3.9,Healthcare,Bangalore / Bengaluru +43 other locations,437
Akamai Technologies,4.4,Software Product,Bangalore / Bengaluru +6 other locations,437
ESDS Software Solutions,3.7,IT Services & Consulting,Nashik +15 other locations,437
MediBuddy,3.4,Healthcare,Bangalore / Bengaluru +18 other locations,438
Venky's,3.6,Food Processing,Pune +68 other locations,437
Reshamandi,3.4,Fashion & Textile,Bangalore / Bengaluru +34 other locations,436
ITI,3.7,Hardware & Networking,Bangalore / Bengaluru +85 other locations,436
SMEC,3.7,Real Estate,Bangalore / Bengaluru +64 other locations,436
SMEC,3.7,Real Estate,Bangalore / Bengaluru +64 other locations,436
Red Hat,4.3,Software Product,Pune +14 other locations,436
Paharpur Cooling Towers,4.0,Industrial Machinery,Kolkata +50 other locations,436
Pratham Education Foundation,4.1,Education & Training,New Delhi +104 other locations,436
Knowledgeworks Global,3.0,Printing & Publishing,Mumbai +13 other locations,436
Godrej Interio,3.8,Furniture & Furnishing,Mumbai +66 other locations,435
Samsung Display,3.8,Electronics Manufacturing,Noida +12 other locations,435
BSCPL Infrastructure,3.9,Engineering & Construction,Hyderabad / Secunderabad +48 other locations,435
IL&FS Engineering and Construction,4.5,Engineering & Construction,Hyderabad / Secunderabad +52 other locations,435
Seoyon E-hwa Automotive,3.5,Auto Components,Chennai +19 other locations,434
Equiniti,3.7,Financial Services,Chennai +4 other locations,435
SBI Mutual Fund,3.8,Financial Services,Mumbai +144 other locations,434
Torrent Gas,3.1,Oil & Gas,Ahmedabad +31 other locations,434
Jindal Power,4.2,Power,Raigarh +34 other locations,434
Allana Group of Companies,3.8,Food Processing,Mumbai +40 other locations,434
Usha Martin,3.9,Iron & Steel,Ranchi +28 other locations,433
RPG Life Sciences,3.7,Pharma,Ankleshwar +45 other locations,433
Kaya Skin Clinic,3.6,Beauty & Personal Care,Mumbai +36 other locations,433
Ergode IT Services,3.3,IT Services & Consulting,Mumbai +11 other locations,433
Technico Industries,3.6,Auto Components,Gurgaon / Gurugram +19 other locations,433
Protium Finance,3.8,Financial Services,Mumbai +72 other locations,433
RKTC Infratech,,Pune +145 other locations,,--
Khadims,3.7,Fashion & Textile,Kolkata +64 other locations,432
Athenahealth Technology,4.0,Analytics & KPO,Chennai +9 other locations,432
Dharampal Premchand,4.3,FMCG,Noida +65 other locations,432
Gopal Snacks Limited,4.2,FMCG,Rajkot +97 other locations,432
LogixHealth,3.5,Analytics & KPO,Bangalore / Bengaluru +10 other locations,432
Bluestone.com,3.5,Jewellery,Bangalore / Bengaluru +59 other locations,431
Atyati Technologies,3.9,IT Services & Consulting,Bangalore / Bengaluru +92 other locations,431
SABIC,4.2,Chemicals,Bangalore / Bengaluru +21 other locations,431
Sahyadri Hospital,4.2,Healthcare,Pune +11 other locations,431
Aker Solutions,4.0,Engineering & Construction,Pune +9 other locations,430
K D Hospital,4.6,Healthcare,Ahmedabad +8 other locations,430
Cera Sanitaryware,4.1,Building Material,Ahmedabad +74 other locations,430
Loadshare Networks,3.5,Logistics,Bangalore / Bengaluru +68 other locations,430
Railtel Corporation Of India,3.6,Hardware & Networking,New Delhi +70 other locations,430
CollegeDekho,2.8,EdTech,Gurgaon / Gurugram +23 other locations,431
Balmer Lawrie,3.6,Packaging,Kolkata +34 other locations,431
CWT,3.5,Travel & Tourism,New Delhi +13 other locations,429
St. Xavier's High School,3.6,Education & Training,Gurgaon / Gurugram +121 other locations,429
WM Universal Solutions Private Limited,3.7,Waste Management,Indore +17 other locations,430
Self Practice,4.4,Analytics & KPO,New Delhi +124 other locations,429
Cloud4C,3.5,IT Services & Consulting,Hyderabad / Secunderabad +8 other locations,429
H & R Johnson,3.4,Building Material,Mumbai +72 other locations,429
JNS Instruments,3.9,Industrial Machinery,Gurgaon / Gurugram +22 other locations,429
Capital Foods,4.2,Food Processing,Mumbai +72 other locations,428
Nagarjuna Fertilizers and Chemicals,4.1,Agro Chemicals,Kakinada +68 other locations,428
FabHotels,3.2,Hospitality,Gurgaon / Gurugram +32 other locations,428
Franchise India Brands,2.0,Marketing & Advertising,New Delhi +28 other locations,428
In Time Tec Visionsoft,3.5,IT Services & Consulting,Jaipur +10 other locations,428
NR Switch N Radio Services,3.8,Telecom,New Delhi +72 other locations,427
Aludecor Lamination,3.8,Building Material,Haridwar +45 other locations,427
Corona Remedies,4.1,Pharma,Ahmedabad +67 other locations,427
Clix Capital Services,4.0,FinTech,Gurgaon / Gurugram +36 other locations,428
GM Modular,3.7,Electrical Equipment,Mumbai +69 other locations,427
Reliance Infrastructure,3.9,Engineering & Construction,Mumbai +61 other locations,426
Common Service Centres,4.4,Government,New Delhi +172 other locations,426
Educomp Solutions,3.5,EdTech,Gurgaon / Gurugram +112 other locations,426
Ciena,4.1,Telecom,Gurgaon / Gurugram +11 other locations,426
PULSUS HealthTech Group,3.3,Printing & Publishing,Visakhapatnam +8 other locations,426
ZTE Corporation,3.9,Telecom,Gurgaon / Gurugram +45 other locations,426
Dodsal Engineering & Construction,4.5,Engineering & Construction,Mumbai +37 other locations,425
Bharat Bijlee,4.2,Electrical Equipment,Mumbai +22 other locations,425
Indofil Industries,4.0,Agro Chemicals,Bharuch +51 other locations,425
Jindal Aluminium,3.8,Metals & Mining,Bangalore / Bengaluru +20 other locations,424
Mediterranean Shipping Company,4.0,Ports & Shipping,Chennai +34 other locations,424
5paisa Capital Ltd.,3.6,Financial Services,Mumbai +9 other locations,424
Deluxe Entertainment,3.5,Media & Entertainment,Bangalore / Bengaluru +11 other locations,426
Gaurs Group,4.2,Real Estate,Noida +13 other locations,424
Puravankara,3.5,Real Estate,Bangalore / Bengaluru +13 other locations,423
Le Méridien,4.2,Hospitality,New Delhi +27 other locations,423
Allegis Group,3.7,Recruitment,Bangalore / Bengaluru +13 other locations,423
CodeClouds,4.2,Software Product,Kolkata +6 other locations,423
Kolte Patil Developers,4.0,Real Estate,Pune +9 other locations,423
Spoton Logistics,4.4,Logistics,Bangalore / Bengaluru +72 other locations,422
NAV Backoffice,3.4,Accounting & Auditing,Jaipur +9 other locations,422
ELGI Equipments,4.1,Industrial Machinery,Coimbatore +29 other locations,423
Aptech,3.5,Education & Training,Mumbai +72 other locations,422
Eurokids,3.9,Education & Training,Mumbai +71 other locations,423
ARMSOFTECH.AIR,3.2,IT Services & Consulting,Chennai +15 other locations,422
Bhilosa Industries,3.8,Fashion & Textile,Silvassa / Dadra & Nagar Haveli +11 other locations,422
Kothari Agritech,4.4,Building Material,Solapur +124 other locations,421
Stryker,3.9,Medical Equipment,Gurgaon / Gurugram +23 other locations,423
360 Realtors,3.7,Real Estate,Pune +26 other locations,421
Reliance Capital,3.7,Financial Services,Mumbai +86 other locations,420
Texmaco Rail and Engineering,3.8,Engineering & Construction,Kolkata +48 other locations,421
CS TECH Ai,3.8,IT Services & Consulting,Nagpur +44 other locations,420
ZF Friedrichshafen,3.9,Auto Components,Chennai +16 other locations,421
Infosys Consulting,3.4,IT Services & Consulting,Bangalore / Bengaluru +28 other locations,420
DesignTech Systems,3.3,IT Services & Consulting,Pune +34 other locations,420
Clove Dental,4.0,Healthcare,New Delhi +17 other locations,420
Hyundai Glovis,3.8,Logistics,Anantapur +20 other locations,420
SISL Infotech,3.5,IT Services & Consulting,New Delhi +39 other locations,419
Yusen Logistics,4.0,Logistics,Mumbai +35 other locations,420
Jupiter Hospital,3.9,Healthcare,Pune +14 other locations,419
Bada Business,3.5,Internet,New Delhi +54 other locations,419
BrightCHAMPS,3.6,EdTech,Bangalore / Bengaluru +27 other locations,419
Miracle Software Systems,4.0,IT Services & Consulting,Visakhapatnam +10 other locations,418
Kyungshin Industrial Motherson,3.3,Electrical Equipment,Chennai +17 other locations,418
Al Turki Enterprises,3.6,Oil & Gas,Muscat +16 other locations,418
Mahle Anand Thermal Systems,4.0,Auto Components,Pune +15 other locations,418
Speridian Technologies,3.4,IT Services & Consulting,Bangalore / Bengaluru +20 other locations,418
Bharat Seats,3.8,Auto Components,Gurgaon / Gurugram +19 other locations,418
Fuji Electric,3.6,Industrial Machinery,Chennai +37 other locations,417
TotalEnergies,3.8,Oil & Gas,Mumbai +62 other locations,417
MKC Infrastructure Ltd.,3.6,Engineering & Construction,Gandhinagar +46 other locations,417
ABCI Infrastructures,3.4,Engineering & Construction,Kolkata +53 other locations,417
Mjunction Services,4.0,IT Services & Consulting,Kolkata +30 other locations,417
KSB Limited - Irrigation & Process Division (IPD),3.8,Industrial Machinery,Pune +31 other locations,417
Henkel Adhesives Technologies,4.1,Chemicals,Pune +27 other locations,419
B.C. Jindal Group of Companies,4.0,Iron & Steel,New Delhi +32 other locations,417
Medica Superspecialty Hospital,3.8,Healthcare,Kolkata +18 other locations,416
Honeywell International India,3.9,Defence & Aerospace,Pune +23 other locations,416
Majesco,3.0,IT Services & Consulting,Mumbai +8 other locations,416
Entrata,4.0,Software Product,Pune +5 other locations,416
Eurofins It Solutions,3.1,IT Services & Consulting,Bangalore / Bengaluru +6 other locations,416
Synopsys,3.8,Semiconductors,Bangalore / Bengaluru +10 other locations,416
RND Softech,3.1,BPO,Coimbatore +10 other locations,416
Magus Customer Dialog,3.7,BPO,Hyderabad / Secunderabad +18 other locations,415
ABC Consultants,3.9,Recruitment,Bangalore / Bengaluru +28 other locations,415
Alankit,3.3,Financial Services,New Delhi +38 other locations,415
Kataria Automobiles,3.6,Automobile,Ahmedabad +26 other locations,415
Recpdcl.ltd,4.0,Facility Management Services,New Delhi +67 other locations,414
Paper Boat(Hector Beverages Pvt. Ltd.),4.0,Beverage,Bangalore / Bengaluru +97 other locations,414
Caresoft Global,3.5,Automobile,Coimbatore +13 other locations,414
Transasia Bio-Medicals,3.4,Biotechnology,Mumbai +54 other locations,414
Realme,3.8,Consumer Electronics & Appliances,Gurgaon / Gurugram +95 other locations,414
Black Knight,3.6,IT Services & Consulting,Hyderabad / Secunderabad +4 other locations,413
Samsung C&T,4.2,Engineering & Construction,Mumbai +27 other locations,413
Toyota,4.1,Automobile,Bangalore / Bengaluru +105 other locations,413
Gokaldas Exports,3.8,Fashion & Textile,Bangalore / Bengaluru +23 other locations,413
Montecarlo Construction,4.2,Engineering & Construction,Ahmedabad +79 other locations,413
Sunwoda Electronic India Pvt Ltd,4.0,Electronics Manufacturing,Noida +5 other locations,414
NetApp,3.7,IT Services & Consulting,Bangalore / Bengaluru +9 other locations,412
Ind-Swift Laboratories,3.9,Pharma,Chandigarh +25 other locations,412
Indian Immunologicals,4.2,Biotechnology,Hyderabad / Secunderabad +29 other locations,413
SoftwareOne,3.6,Software Product,Gurgaon / Gurugram +18 other locations,412
AIRBUS,3.6,Defence & Aerospace,Bangalore / Bengaluru +10 other locations,412
Powerweave,3.2,BPO,Mumbai +7 other locations,412
Meyer Organics,3.6,Pharma,Mumbai +68 other locations,412
National Australia Bank,3.0,Banking,Gurgaon / Gurugram +8 other locations,412
GTL Infrastructure,4.1,Hardware & Networking,Mumbai +48 other locations,413
ArisGlobal,2.9,IT Services & Consulting,Bangalore / Bengaluru +9 other locations,411
Kaynes Technology,3.4,Electronics Manufacturing,Mysuru / Mysore +17 other locations,411
Brembo Brake India,4.1,Auto Components,Pune +16 other locations,411
AQM Technologies,3.3,IT Services & Consulting,Mumbai +13 other locations,411
Ramada,3.9,Hospitality,Mumbai +57 other locations,410
Espire Infolabs,2.6,IT Services & Consulting,Gurgaon / Gurugram +10 other locations,411
Confidence Petroleum India,2.9,Oil & Gas,Nagpur +50 other locations,410
Mashreq Global Services,3.1,Financial Services,Bangalore / Bengaluru +10 other locations,411
Mahindra Lifespace Developers,4.1,Real Estate,Mumbai +23 other locations,409
Regency Hospital Ltd,4.1,Healthcare,Kanpur +16 other locations,409
Aditya Birla Housing Finance,3.8,Financial Services,Mumbai +89 other locations,410
AIG Hospital,4.3,Healthcare,Hyderabad / Secunderabad +5 other locations,409
Paradeep Phosphates,3.9,Agro Chemicals,Paradip +45 other locations,408
Tata Steel Downstream Products,3.6,Iron & Steel,Jamshedpur +38 other locations,409
TTK Healthcare,4.1,Healthcare,Chennai +78 other locations,408
Vcare Trichology,3.6,Healthcare,Chennai +60 other locations,408
Moon Beverages,3.9,Beverage,New Delhi +32 other locations,408
Cimpress,3.8,Printing & Publishing,Mumbai +9 other locations,408
Kutchina,3.5,Consumer Electronics & Appliances,Kolkata +65 other locations,408
Cimpress,3.8,Printing & Publishing,Mumbai +9 other locations,408
Secure Value,3.3,IT Services & Consulting,Mumbai +81 other locations,408
Chettinad Cements,3.9,Building Material,Chennai +60 other locations,408
Lambda Therapeutic Research,4.2,Clinical Research,Ahmedabad +8 other locations,407
LT Foods,3.9,FMCG,Gurgaon / Gurugram +60 other locations,408
Indian Political Action Committee,2.8,Other,Kolkata +20 other locations,407
Grant Thornton Bharat,3.6,Accounting & Auditing,Gurgaon / Gurugram +33 other locations,407
Flipkart Health+,3.5,Internet,Kolkata +36 other locations,406
Siyaram Silk Mills,4.1,Fashion & Textile,Mumbai +37 other locations,406
Havmor Ice Cream,4.1,Food Processing,Ahmedabad +69 other locations,406
Tally Solutions,4.0,Software Product,Bangalore / Bengaluru +66 other locations,406
Calsoft,2.9,IT Services & Consulting,Pune +6 other locations,406
Aliens Group,4.0,Real Estate,Hyderabad / Secunderabad +6 other locations,406
Rieter,3.6,Industrial Machinery,Pune +14 other locations,407
LuLu Group International,3.6,Retail,Kochi +39 other locations,407
Zscaler Softech,3.3,Software Product,Bangalore / Bengaluru +13 other locations,406
Honour Lab,3.9,Pharma,Hyderabad / Secunderabad +18 other locations,405
Yethi Consulting,3.4,IT Services & Consulting,Bangalore / Bengaluru +11 other locations,407
Talbros,3.8,Auto Components,Faridabad +24 other locations,406
Rakuten Symphony,3.5,Telecom,Indore +7 other locations,405
National Bulk Handling Corporation,4.0,Agriculture,Mumbai +74 other locations,404
India Nippon Electricals,3.9,Electrical Equipment,Hosur +25 other locations,404
National Organic Chemical Industries,3.9,Chemicals,Bharuch +13 other locations,404
Dow Chemical International Private Limited,3.8,Chemicals,Chennai +15 other locations,404
Pole To Win,3.4,Gaming,Bangalore / Bengaluru +9 other locations,404
NTPC GE Power Services,3.9,Oil & Gas,Jharsuguda +28 other locations,404
KLAY Preschool and Daycare,3.6,Bangalore / Bengaluru +18 other locations,,405
Accel Frontline,4.1,IT Services & Consulting,Chennai +56 other locations,403
Dee Piping System,4.1,Engineering & Construction,Faridabad +19 other locations,403
Rapido,3.5,Internet,Bangalore / Bengaluru +56 other locations,403
Go Colors,3.9,Fashion & Textile,Chennai +66 other locations,405
NOON.COM,3.4,Internet,Gurgaon / Gurugram +24 other locations,403
Infinity Learn,3.9,EdTech,Hyderabad / Secunderabad +17 other locations,403
Tata BlueScope Steel,3.6,Iron & Steel,Jamshedpur +37 other locations,403
Bengal Beverages,3.0,Beverage,Kolkata +13 other locations,403
Purplle.com,3.6,Beauty & Personal Care,Mumbai +32 other locations,403
Falcon Autotech,3.9,Industrial Automation,Noida +16 other locations,404
Essar Group,3.7,Engineering & Construction,Mumbai +45 other locations,402
FM LOGISTIC,3.9,Logistics,Pune +35 other locations,402
TRINAMIX,4.4,IT Services & Consulting,Pune +5 other locations,402
Orion Innovation,3.4,IT Services & Consulting,Chennai +12 other locations,402
Agro Tech Foods,3.9,FMCG,Hyderabad / Secunderabad +77 other locations,402
Odessa,3.7,Software Product,Bangalore / Bengaluru +3 other locations,401
Karvy DigiKonnect,3.1,Financial Services,Hyderabad / Secunderabad +20 other locations,401
A. O. Smith India Water Products Private Limited,3.9,Consumer Electronics & Appliances,Bangalore / Bengaluru +50 other locations,401
